gene_id,log2fc,p.adj
jgi|TrebA12_1|11407|rna-gnl|WGS:VXIU|FRX49_11441-mRNA-1_mrna_FRX49_11441,3.634114845,0.003364114
jgi|TrebA12_1|11423|rna-gnl|WGS:VXIU|FRX49_11424-mRNA-1_mrna_FRX49_11424,-2.60383985,0.002789885
jgi|TrebA12_1|11477|rna-gnl|WGS:VXIU|FRX49_11513-mRNA-1_mrna_FRX49_11513,-4.256812274,0.002208258
jgi|TrebA12_1|11533|rna-gnl|WGS:VXIU|FRX49_11534-mRNA-1_mrna_FRX49_11534,-1.01934735,0.007689033
jgi|TrebA12_1|11558|rna-gnl|WGS:VXIU|FRX49_11542-mRNA-1_mrna_FRX49_11542,-4.27921542,0.002749273
jgi|TrebA12_1|115|rna-gnl|WGS:VXIU|FRX49_00500-mRNA-1_mrna_FRX49_00500,-4.698208983,0.006500589
jgi|TrebA12_1|11631|rna-gnl|WGS:VXIU|FRX49_11654-mRNA-1_mrna_FRX49_11654,-4.76817817,0.009211209
jgi|TrebA12_1|11727|rna-gnl|WGS:VXIU|FRX49_11688-mRNA-1_mrna_FRX49_11688,0.54494841,0.001245369
jgi|TrebA12_1|1173|rna-gnl|WGS:VXIU|FRX49_04123-mRNA-1_mrna_FRX49_04123,4.949555688,0.006810263
jgi|TrebA12_1|11764|rna-gnl|WGS:VXIU|FRX49_11782-mRNA-1_mrna_FRX49_11782,-1.524504172,0.008744341
jgi|TrebA12_1|11768|rna-gnl|WGS:VXIU|FRX49_11777-mRNA-1_mrna_FRX49_11777,-2.370433121,0.004683514
jgi|TrebA12_1|11790|rna-gnl|WGS:VXIU|FRX49_11759-mRNA-1_mrna_FRX49_11759,-1.873830154,0.003931753
jgi|TrebA12_1|1183|rna-gnl|WGS:VXIU|FRX49_04099-mRNA-1_mrna_FRX49_04099,0.688530612,0.004295634
jgi|TrebA12_1|11864|rna-gnl|WGS:VXIU|FRX49_11871-mRNA-1_mrna_FRX49_11871,-1.697510553,0.005880131
jgi|TrebA12_1|11872|rna-gnl|WGS:VXIU|FRX49_11872-mRNA-1_mrna_FRX49_11872,-3.47976841,0.003532217
jgi|TrebA12_1|11874|rna-gnl|WGS:VXIU|FRX49_11873-mRNA-1_mrna_FRX49_11873,-1.654043884,0.006814526
jgi|TrebA12_1|11914|rna-gnl|WGS:VXIU|FRX49_11891-mRNA-1_mrna_FRX49_11891,4.751267696,0.008869002
