gene_id,COG_category,GOs,KEGG_Pathway,PFAMs
jgi|Chloso1602_1|2870|rna-gnl|WGS:LHPG|mrna.C2E21_7237,E,GO:0044446,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",GCV_H
jgi|Chloso1602_1|2870|rna-gnl|WGS:LHPG|mrna.C2E21_7237,E,GO:0044451,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",GCV_H
jgi|Chloso1602_1|2870|rna-gnl|WGS:LHPG|mrna.C2E21_7237,E,GO:0044463,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",GCV_H
jgi|Chloso1602_1|2870|rna-gnl|WGS:LHPG|mrna.C2E21_7237,E,GO:0044464,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",GCV_H
jgi|Chloso1602_1|2870|rna-gnl|WGS:LHPG|mrna.C2E21_7237,E,GO:0070013,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",GCV_H
jgi|Chloso1602_1|2870|rna-gnl|WGS:LHPG|mrna.C2E21_7237,E,GO:0097447,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",GCV_H
jgi|Chloso1602_1|2870|rna-gnl|WGS:LHPG|mrna.C2E21_7237,E,GO:0097458,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",GCV_H
jgi|Chloso1602_1|2870|rna-gnl|WGS:LHPG|mrna.C2E21_7237,E,GO:0120025,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",GCV_H
jgi|Chloso1602_1|2870|rna-gnl|WGS:LHPG|mrna.C2E21_7237,E,GO:0120038,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",GCV_H
jgi|Chloso1602_1|2871|rna-gnl|WGS:LHPG|mrna.C2E21_7238,NA,NA,NA,NA
jgi|Chloso1602_1|2872|rna-gnl|WGS:LHPG|mrna.C2E21_7239,NA,NA,NA,NA
jgi|Chloso1602_1|2873|rna-gnl|WGS:LHPG|mrna.C2E21_7240,NA,NA,NA,NA
jgi|Chloso1602_1|2874|rna-gnl|WGS:LHPG|mrna.C2E21_7241,NA,NA,NA,NA
jgi|Chloso1602_1|2875|rna-gnl|WGS:LHPG|mrna.C2E21_7242,NA,NA,NA,NA
jgi|Chloso1602_1|2876|rna-gnl|WGS:LHPG|mrna.C2E21_7243,NA,NA,NA,NA
jgi|Chloso1602_1|2877|rna-gnl|WGS:LHPG|mrna.C2E21_7244,NA,NA,NA,NA
jgi|Chloso1602_1|2878|rna-gnl|WGS:LHPG|mrna.C2E21_7245,NA,NA,NA,NA
jgi|Chloso1602_1|2879|rna-gnl|WGS:LHPG|mrna.C2E21_7246,NA,NA,NA,NA
jgi|Chloso1602_1|287|rna-gnl|WGS:LHPG|mrna.C2E21_0265,NA,NA,NA,NA
jgi|Chloso1602_1|2880|rna-gnl|WGS:LHPG|mrna.C2E21_7247,NA,NA,NA,NA
jgi|Chloso1602_1|2881|rna-gnl|WGS:LHPG|mrna.C2E21_7248,NA,NA,NA,NA
jgi|Chloso1602_1|2882|rna-gnl|WGS:LHPG|mrna.C2E21_7249,NA,NA,NA,NA
jgi|Chloso1602_1|2883|rna-gnl|WGS:LHPG|mrna.C2E21_7250,NA,NA,NA,NA
jgi|Chloso1602_1|2884|rna-gnl|WGS:LHPG|mrna.C2E21_7251,NA,NA,NA,NA
jgi|Chloso1602_1|2885|rna-gnl|WGS:LHPG|mrna.C2E21_7252,J,-,"ko03010,ko03320,map03010,map03320",ubiquitin
jgi|Chloso1602_1|2886|rna-gnl|WGS:LHPG|mrna.C2E21_7253,S,-,-,Acetyltransf_1
jgi|Chloso1602_1|2887|rna-gnl|WGS:LHPG|mrna.C2E21_7254,NA,NA,NA,NA
jgi|Chloso1602_1|2888|rna-gnl|WGS:LHPG|mrna.C2E21_7255,NA,NA,NA,NA
jgi|Chloso1602_1|2889|rna-gnl|WGS:LHPG|mrna.C2E21_7256,NA,NA,NA,NA
jgi|Chloso1602_1|288|rna-gnl|WGS:LHPG|mrna.C2E21_0266,NA,NA,NA,NA
jgi|Chloso1602_1|2890|rna-gnl|WGS:LHPG|mrna.C2E21_7257,NA,NA,NA,NA
jgi|Chloso1602_1|2891|rna-gnl|WGS:LHPG|mrna.C2E21_7258,NA,NA,NA,NA
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0000302,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0000304,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0005575,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0005622,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0005623,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0006950,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0006979,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0007154,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0007584,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0008150,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0008219,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0009579,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0009605,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0009987,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0009991,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0010035,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0010343,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0012501,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0016020,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0031667,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0031668,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0031669,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0031670,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0033554,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0034357,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0034599,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0034614,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0035690,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0036473,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0042221,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0042493,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0042651,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0044424,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0044436,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0044464,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0050896,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0051716,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0070887,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0071452,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0071496,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:0097468,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:1901700,-,"DUF3506,UVR"
jgi|Chloso1602_1|2892|rna-gnl|WGS:LHPG|mrna.C2E21_7259,S,GO:1901701,-,"DUF3506,UVR"
jgi|Chloso1602_1|2893|rna-gnl|WGS:LHPG|mrna.C2E21_7260B_C2E21_7260,NA,NA,NA,NA
jgi|Chloso1602_1|2894|rna-gnl|WGS:LHPG|mrna.C2E21_7260A_C2E21_7260,NA,NA,NA,NA
jgi|Chloso1602_1|2895|rna-gnl|WGS:LHPG|mrna.C2E21_7261,NA,NA,NA,NA
jgi|Chloso1602_1|2896|rna-gnl|WGS:LHPG|mrna.C2E21_7262A_C2E21_7262,A,-,-,S1
jgi|Chloso1602_1|2897|rna-gnl|WGS:LHPG|mrna.C2E21_7262B_C2E21_7262,A,-,-,S1
jgi|Chloso1602_1|2898|rna-gnl|WGS:LHPG|mrna.C2E21_7263,NA,NA,NA,NA
jgi|Chloso1602_1|2899|rna-gnl|WGS:LHPG|mrna.C2E21_7264,NA,NA,NA,NA
jgi|Chloso1602_1|289|rna-gnl|WGS:LHPG|mrna.C2E21_0267,S,-,-,AMMECR1
jgi|Chloso1602_1|28|rna-gnl|WGS:LHPG|mrna.C2E21_0024A_C2E21_0024,NA,NA,NA,NA
jgi|Chloso1602_1|2900|rna-gnl|WGS:LHPG|mrna.C2E21_7265,NA,NA,NA,NA
jgi|Chloso1602_1|2901|rna-gnl|WGS:LHPG|mrna.C2E21_7266,NA,NA,NA,NA
jgi|Chloso1602_1|2902|rna-gnl|WGS:LHPG|mrna.C2E21_7267,NA,NA,NA,NA
jgi|Chloso1602_1|2903|rna-gnl|WGS:LHPG|mrna.C2E21_7268,NA,NA,NA,NA
jgi|Chloso1602_1|2904|rna-gnl|WGS:LHPG|mrna.C2E21_7269,NA,NA,NA,NA
jgi|Chloso1602_1|2905|rna-gnl|WGS:LHPG|mrna.C2E21_7270,NA,NA,NA,NA
jgi|Chloso1602_1|2906|rna-gnl|WGS:LHPG|mrna.C2E21_7271,NA,NA,NA,NA
jgi|Chloso1602_1|2907|rna-gnl|WGS:LHPG|mrna.C2E21_7272,NA,NA,NA,NA
jgi|Chloso1602_1|2908|rna-gnl|WGS:LHPG|mrna.C2E21_7273,NA,NA,NA,NA
jgi|Chloso1602_1|2909|rna-gnl|WGS:LHPG|mrna.C2E21_7274A_C2E21_7274,Q,-,"ko00906,ko01100,ko01110,map00906,map01100,map01110",p450
jgi|Chloso1602_1|290|rna-gnl|WGS:LHPG|mrna.C2E21_0268B_C2E21_0268,NA,NA,NA,NA
jgi|Chloso1602_1|2910|rna-gnl|WGS:LHPG|mrna.C2E21_7274B_C2E21_7274,Q,-,"ko00906,ko01100,ko01110,map00906,map01100,map01110",p450
jgi|Chloso1602_1|2911|rna-gnl|WGS:LHPG|mrna.C2E21_7275,NA,NA,NA,NA
jgi|Chloso1602_1|2912|rna-gnl|WGS:LHPG|mrna.C2E21_7276,NA,NA,NA,NA
jgi|Chloso1602_1|2913|rna-gnl|WGS:LHPG|mrna.C2E21_7277B_C2E21_7277,NA,NA,NA,NA
jgi|Chloso1602_1|2914|rna-gnl|WGS:LHPG|mrna.C2E21_7277A_C2E21_7277,NA,NA,NA,NA
jgi|Chloso1602_1|2915|rna-gnl|WGS:LHPG|mrna.C2E21_7278,NA,NA,NA,NA
jgi|Chloso1602_1|2916|rna-gnl|WGS:LHPG|mrna.C2E21_7279B_C2E21_7279,NA,NA,NA,NA
jgi|Chloso1602_1|2917|rna-gnl|WGS:LHPG|mrna.C2E21_7279A_C2E21_7279,NA,NA,NA,NA
jgi|Chloso1602_1|2918|rna-gnl|WGS:LHPG|mrna.C2E21_7280,NA,NA,NA,NA
jgi|Chloso1602_1|2919|rna-gnl|WGS:LHPG|mrna.C2E21_7281B_C2E21_7281,NA,NA,NA,NA
jgi|Chloso1602_1|291|rna-gnl|WGS:LHPG|mrna.C2E21_0268A_C2E21_0268,NA,NA,NA,NA
jgi|Chloso1602_1|2920|rna-gnl|WGS:LHPG|mrna.C2E21_7281A_C2E21_7281,NA,NA,NA,NA
jgi|Chloso1602_1|2921|rna-gnl|WGS:LHPG|mrna.C2E21_7282,NA,NA,NA,NA
jgi|Chloso1602_1|2922|rna-gnl|WGS:LHPG|mrna.C2E21_7283,NA,NA,NA,NA
jgi|Chloso1602_1|2923|rna-gnl|WGS:LHPG|mrna.C2E21_7284,NA,NA,NA,NA
jgi|Chloso1602_1|2924|rna-gnl|WGS:LHPG|mrna.C2E21_7285B_C2E21_7285,NA,NA,NA,NA
jgi|Chloso1602_1|2925|rna-gnl|WGS:LHPG|mrna.C2E21_7285A_C2E21_7285,NA,NA,NA,NA
jgi|Chloso1602_1|2926|rna-gnl|WGS:LHPG|mrna.C2E21_7286,S,-,-,NmrA
jgi|Chloso1602_1|2927|rna-gnl|WGS:LHPG|mrna.C2E21_7287,NA,NA,NA,NA
jgi|Chloso1602_1|2928|rna-gnl|WGS:LHPG|mrna.C2E21_7288A_C2E21_7288,NA,NA,NA,NA
jgi|Chloso1602_1|2929|rna-gnl|WGS:LHPG|mrna.C2E21_7288B_C2E21_7288,NA,NA,NA,NA
jgi|Chloso1602_1|292|rna-gnl|WGS:LHPG|mrna.C2E21_0269,CU,-,-,-
jgi|Chloso1602_1|2930|rna-gnl|WGS:LHPG|mrna.C2E21_7289,NA,NA,NA,NA
jgi|Chloso1602_1|2931|rna-gnl|WGS:LHPG|mrna.C2E21_7290,NA,NA,NA,NA
jgi|Chloso1602_1|2932|rna-gnl|WGS:LHPG|mrna.C2E21_7291,NA,NA,NA,NA
jgi|Chloso1602_1|2933|rna-gnl|WGS:LHPG|mrna.C2E21_7292,NA,NA,NA,NA
jgi|Chloso1602_1|2934|rna-gnl|WGS:LHPG|mrna.C2E21_7293,NA,NA,NA,NA
jgi|Chloso1602_1|2935|rna-gnl|WGS:LHPG|mrna.C2E21_7294,NA,NA,NA,NA
jgi|Chloso1602_1|2936|rna-gnl|WGS:LHPG|mrna.C2E21_7295,NA,NA,NA,NA
jgi|Chloso1602_1|2937|rna-gnl|WGS:LHPG|mrna.C2E21_7296,NA,NA,NA,NA
jgi|Chloso1602_1|2938|rna-gnl|WGS:LHPG|mrna.C2E21_7297,NA,NA,NA,NA
jgi|Chloso1602_1|2939|rna-gnl|WGS:LHPG|mrna.C2E21_7298A_C2E21_7298,NA,NA,NA,NA
jgi|Chloso1602_1|293|rna-gnl|WGS:LHPG|mrna.C2E21_0270,NA,NA,NA,NA
jgi|Chloso1602_1|2940|rna-gnl|WGS:LHPG|mrna.C2E21_7298B_C2E21_7298,NA,NA,NA,NA
jgi|Chloso1602_1|2941|rna-gnl|WGS:LHPG|mrna.C2E21_7299,NA,NA,NA,NA
jgi|Chloso1602_1|2942|rna-gnl|WGS:LHPG|mrna.C2E21_7300,F,-,"ko04112,map04112","FtsZ_C,Tubulin"
jgi|Chloso1602_1|2943|rna-gnl|WGS:LHPG|mrna.C2E21_7301,NA,NA,NA,NA
jgi|Chloso1602_1|2944|rna-gnl|WGS:LHPG|mrna.C2E21_7302,NA,NA,NA,NA
jgi|Chloso1602_1|2945|rna-gnl|WGS:LHPG|mrna.C2E21_7303A_C2E21_7303,NA,NA,NA,NA
jgi|Chloso1602_1|2946|rna-gnl|WGS:LHPG|mrna.C2E21_7303B_C2E21_7303,NA,NA,NA,NA
jgi|Chloso1602_1|2947|rna-gnl|WGS:LHPG|mrna.C2E21_7304,NA,NA,NA,NA
jgi|Chloso1602_1|2948|rna-gnl|WGS:LHPG|mrna.C2E21_7305,-,-,-,-
jgi|Chloso1602_1|2949|rna-gnl|WGS:LHPG|mrna.C2E21_7306,NA,NA,NA,NA
jgi|Chloso1602_1|294|rna-gnl|WGS:LHPG|mrna.C2E21_0271,NA,NA,NA,NA
jgi|Chloso1602_1|2950|rna-gnl|WGS:LHPG|mrna.C2E21_7307,NA,NA,NA,NA
jgi|Chloso1602_1|2951|rna-gnl|WGS:LHPG|mrna.C2E21_7308B_C2E21_7308,NA,NA,NA,NA
jgi|Chloso1602_1|2952|rna-gnl|WGS:LHPG|mrna.C2E21_7308A_C2E21_7308,NA,NA,NA,NA
jgi|Chloso1602_1|2953|rna-gnl|WGS:LHPG|mrna.C2E21_7309,NA,NA,NA,NA
jgi|Chloso1602_1|2954|rna-gnl|WGS:LHPG|mrna.C2E21_7310,NA,NA,NA,NA
jgi|Chloso1602_1|2955|rna-gnl|WGS:LHPG|mrna.C2E21_7311B_C2E21_7311,NA,NA,NA,NA
jgi|Chloso1602_1|2956|rna-gnl|WGS:LHPG|mrna.C2E21_7311A_C2E21_7311,NA,NA,NA,NA
jgi|Chloso1602_1|2957|rna-gnl|WGS:LHPG|mrna.C2E21_7312,I,-,-,MaoC_dehydratas
jgi|Chloso1602_1|2958|rna-gnl|WGS:LHPG|mrna.C2E21_7313,NA,NA,NA,NA
jgi|Chloso1602_1|2959|rna-gnl|WGS:LHPG|mrna.C2E21_7314,NA,NA,NA,NA
jgi|Chloso1602_1|295|rna-gnl|WGS:LHPG|mrna.C2E21_0272,NA,NA,NA,NA
jgi|Chloso1602_1|2960|rna-gnl|WGS:LHPG|mrna.C2E21_7315,NA,NA,NA,NA
jgi|Chloso1602_1|2961|rna-gnl|WGS:LHPG|mrna.C2E21_7316,NA,NA,NA,NA
jgi|Chloso1602_1|2962|rna-gnl|WGS:LHPG|mrna.C2E21_7317,L,-,-,CPP1-like
jgi|Chloso1602_1|2963|rna-gnl|WGS:LHPG|mrna.C2E21_7318,NA,NA,NA,NA
jgi|Chloso1602_1|2964|rna-gnl|WGS:LHPG|mrna.C2E21_7319,NA,NA,NA,NA
jgi|Chloso1602_1|2965|rna-gnl|WGS:LHPG|mrna.C2E21_7320,T,-,-,WD40
jgi|Chloso1602_1|2966|rna-gnl|WGS:LHPG|mrna.C2E21_7321,NA,NA,NA,NA
jgi|Chloso1602_1|2967|rna-gnl|WGS:LHPG|mrna.C2E21_7322,NA,NA,NA,NA
jgi|Chloso1602_1|2968|rna-gnl|WGS:LHPG|mrna.C2E21_7323B_C2E21_7323,U,-,-,DUF4704
jgi|Chloso1602_1|2969|rna-gnl|WGS:LHPG|mrna.C2E21_7323A_C2E21_7323,U,-,-,DUF4704
jgi|Chloso1602_1|296|rna-gnl|WGS:LHPG|mrna.C2E21_0273,NA,NA,NA,NA
jgi|Chloso1602_1|2970|rna-gnl|WGS:LHPG|mrna.C2E21_7324,NA,NA,NA,NA
jgi|Chloso1602_1|2971|rna-gnl|WGS:LHPG|mrna.C2E21_7325,NA,NA,NA,NA
jgi|Chloso1602_1|2972|rna-gnl|WGS:LHPG|mrna.C2E21_7326,NA,NA,NA,NA
jgi|Chloso1602_1|2973|rna-gnl|WGS:LHPG|mrna.C2E21_7327,NA,NA,NA,NA
jgi|Chloso1602_1|2974|rna-gnl|WGS:LHPG|mrna.C2E21_7328,NA,NA,NA,NA
jgi|Chloso1602_1|2975|rna-gnl|WGS:LHPG|mrna.C2E21_7329,NA,NA,NA,NA
jgi|Chloso1602_1|2976|rna-gnl|WGS:LHPG|mrna.C2E21_7330,NA,NA,NA,NA
jgi|Chloso1602_1|2977|rna-gnl|WGS:LHPG|mrna.C2E21_7331,NA,NA,NA,NA
jgi|Chloso1602_1|2978|rna-gnl|WGS:LHPG|mrna.C2E21_7332,NA,NA,NA,NA
jgi|Chloso1602_1|2979|rna-gnl|WGS:LHPG|mrna.C2E21_7333,NA,NA,NA,NA
jgi|Chloso1602_1|297|rna-gnl|WGS:LHPG|mrna.C2E21_0274,NA,NA,NA,NA
jgi|Chloso1602_1|2980|rna-gnl|WGS:LHPG|mrna.C2E21_7334,G,-,-,"F5_F8_type_C,Glyco_hydro_cc"
jgi|Chloso1602_1|2981|rna-gnl|WGS:LHPG|mrna.C2E21_7335,NA,NA,NA,NA
jgi|Chloso1602_1|2982|rna-gnl|WGS:LHPG|mrna.C2E21_7336,H,-,"ko00750,map00750",SNO
jgi|Chloso1602_1|2983|rna-gnl|WGS:LHPG|mrna.C2E21_7337,NA,NA,NA,NA
jgi|Chloso1602_1|2984|rna-gnl|WGS:LHPG|mrna.C2E21_7338,NA,NA,NA,NA
jgi|Chloso1602_1|2985|rna-gnl|WGS:LHPG|mrna.C2E21_7339B_C2E21_7339,NA,NA,NA,NA
jgi|Chloso1602_1|2986|rna-gnl|WGS:LHPG|mrna.C2E21_7339A_C2E21_7339,NA,NA,NA,NA
jgi|Chloso1602_1|2987|rna-gnl|WGS:LHPG|mrna.C2E21_7340,NA,NA,NA,NA
jgi|Chloso1602_1|2988|rna-gnl|WGS:LHPG|mrna.C2E21_7341,NA,NA,NA,NA
jgi|Chloso1602_1|2989|rna-gnl|WGS:LHPG|mrna.C2E21_7342,NA,NA,NA,NA
jgi|Chloso1602_1|298|rna-gnl|WGS:LHPG|mrna.C2E21_0275,H,-,-,ThiF
jgi|Chloso1602_1|2990|rna-gnl|WGS:LHPG|mrna.C2E21_7343C_C2E21_7343,NA,NA,NA,NA
jgi|Chloso1602_1|2991|rna-gnl|WGS:LHPG|mrna.C2E21_7343A_C2E21_7343,NA,NA,NA,NA
jgi|Chloso1602_1|2992|rna-gnl|WGS:LHPG|mrna.C2E21_7343B_C2E21_7343,NA,NA,NA,NA
jgi|Chloso1602_1|2993|rna-gnl|WGS:LHPG|mrna.C2E21_7344,U,-,"ko00600,ko01100,ko04071,map00600,map01100,map04071",TRAM_LAG1_CLN8
jgi|Chloso1602_1|2994|rna-gnl|WGS:LHPG|mrna.C2E21_7345,NA,NA,NA,NA
jgi|Chloso1602_1|2995|rna-gnl|WGS:LHPG|mrna.C2E21_7346,NA,NA,NA,NA
jgi|Chloso1602_1|2996|rna-gnl|WGS:LHPG|mrna.C2E21_7347,NA,NA,NA,NA
jgi|Chloso1602_1|2997|rna-gnl|WGS:LHPG|mrna.C2E21_7348,NA,NA,NA,NA
jgi|Chloso1602_1|2998|rna-gnl|WGS:LHPG|mrna.C2E21_7349,S,-,-,"KH_1,WW"
jgi|Chloso1602_1|2999|rna-gnl|WGS:LHPG|mrna.C2E21_7350,NA,NA,NA,NA
jgi|Chloso1602_1|299|rna-gnl|WGS:LHPG|mrna.C2E21_0276,-,-,-,-
jgi|Chloso1602_1|29|rna-gnl|WGS:LHPG|mrna.C2E21_0025,NA,NA,NA,NA
jgi|Chloso1602_1|2|rna-gnl|WGS:LHPG|mrna.C2E21_0002,NA,NA,NA,NA
jgi|Chloso1602_1|3000|rna-gnl|WGS:LHPG|mrna.C2E21_7351,NA,NA,NA,NA
jgi|Chloso1602_1|3001|rna-gnl|WGS:LHPG|mrna.C2E21_7352,NA,NA,NA,NA
jgi|Chloso1602_1|3002|rna-gnl|WGS:LHPG|mrna.C2E21_7353,NA,NA,NA,NA
jgi|Chloso1602_1|3003|rna-gnl|WGS:LHPG|mrna.C2E21_7354,NA,NA,NA,NA
jgi|Chloso1602_1|3004|rna-gnl|WGS:LHPG|mrna.C2E21_7355,NA,NA,NA,NA
jgi|Chloso1602_1|3005|rna-gnl|WGS:LHPG|mrna.C2E21_7356,-,-,-,ABM
jgi|Chloso1602_1|3006|rna-gnl|WGS:LHPG|mrna.C2E21_7357,NA,NA,NA,NA
jgi|Chloso1602_1|3007|rna-gnl|WGS:LHPG|mrna.C2E21_7358,NA,NA,NA,NA
jgi|Chloso1602_1|3008|rna-gnl|WGS:LHPG|mrna.C2E21_7359,NA,NA,NA,NA
jgi|Chloso1602_1|3009|rna-gnl|WGS:LHPG|mrna.C2E21_7361,NA,NA,NA,NA
jgi|Chloso1602_1|300|rna-gnl|WGS:LHPG|mrna.C2E21_0277,NA,NA,NA,NA
jgi|Chloso1602_1|3010|rna-gnl|WGS:LHPG|mrna.C2E21_7362,NA,NA,NA,NA
jgi|Chloso1602_1|3011|rna-gnl|WGS:LHPG|mrna.C2E21_7363,NA,NA,NA,NA
jgi|Chloso1602_1|3012|rna-gnl|WGS:LHPG|mrna.C2E21_7364,NA,NA,NA,NA
jgi|Chloso1602_1|3013|rna-gnl|WGS:LHPG|mrna.C2E21_7365,NA,NA,NA,NA
jgi|Chloso1602_1|3014|rna-gnl|WGS:LHPG|mrna.C2E21_7366,NA,NA,NA,NA
jgi|Chloso1602_1|3015|rna-gnl|WGS:LHPG|mrna.C2E21_7367,O,-,-,Prefoldin_2
jgi|Chloso1602_1|3016|rna-gnl|WGS:LHPG|mrna.C2E21_7368,G,-,"ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230","PK,PK_C"
jgi|Chloso1602_1|3017|rna-gnl|WGS:LHPG|mrna.C2E21_7369,NA,NA,NA,NA
jgi|Chloso1602_1|3018|rna-gnl|WGS:LHPG|mrna.C2E21_7370,S,-,-,Complex1_LYR
jgi|Chloso1602_1|3019|rna-gnl|WGS:LHPG|mrna.C2E21_7371A_C2E21_7371,NA,NA,NA,NA
jgi|Chloso1602_1|301|rna-gnl|WGS:LHPG|mrna.C2E21_0278,NA,NA,NA,NA
jgi|Chloso1602_1|3020|rna-gnl|WGS:LHPG|mrna.C2E21_7371B_C2E21_7371,NA,NA,NA,NA
jgi|Chloso1602_1|3021|rna-gnl|WGS:LHPG|mrna.C2E21_7372,NA,NA,NA,NA
